County,State,Less Than High School Diploma,At Least High School Diploma,At Least Bachelors's Degree,Graduate Degree,School Enrollment,Median Earnings 2010,Management.professional.and.related.occupations,Service.occupations,Sales.and.office.occupations,Farming.fishing.and.forestry.occupations,Construction.extraction.maintenance.and.repair.occupations,Production.transportation.and.material.moving.occupations,White (Not Latino) Population,African American Population,Native American Population,Asian American Population,Other Race or Races,Children Under 6 Living in Poverty,Adults 65 and Older Living in Poverty,Total Population,Gini.Coefficient,Teen.births,Adult.smoking,Adult.obesity,Diabetes,Sexually.transmitted.infections,HIV.prevalence.rate,Uninsured,Unemployment,Violent.crime,Homicide.rate,Injury.deaths,Infant.mortality,Preschool.Enrollment.Ratio.enrolled.ages.3.and.4,Poverty.Rate.below.federal.poverty.threshold,target
"Culpeper County, Virginia",Virginia,17.4,82.6,21.6,8.0,73.25,"(30000, 40000]",34.2,17.0,24.2,0.75,13.75,10.15,72.5,15.55,0.25,1.35,2.3,4.9,6.85,45806,0.389,38.3,0.151,0.33,0.1,353.9,170.5,0.17,0.064,203.03,,58.6,6.6,39.7,6.7,25.340698148231994
"Martin County, North Carolina",North Carolina,21.4,78.6,12.2,3.8,79.25,"(20000, 25000]",26.05,18.6,22.3,2.8,11.4,18.8,51.9,42.9,0.4,0.15,1.55,46.45,17.8,24102,0.446,58.5,0.118,0.33899999999999997,0.152,641.0,329.1,0.18,0.113,503.22,8.15,77.6,12.5,45.3,23.65,0.5062436719540884
"Oswego County, New York",New York,13.7,86.3,15.7,6.1,80.65,"(25000, 30000]",26.8,17.8,25.0,0.55,12.95,16.9,95.35,0.8,0.35000000000000003,0.65,1.05,28.25,8.25,121848,0.42,28.6,0.297,0.33899999999999997,0.10099999999999999,175.1,84.5,0.109,0.106,149.89,1.98,49.6,7.1,39.6,15.3,23.24463986220026
"McLean County, Kentucky",Kentucky,22.7,77.3,9.7,5.3,76.3,"(25000, 30000]",29.7,17.25,20.0,1.35,12.5,19.25,97.0,0.4,0.15,0.6000000000000001,0.55,35.45,11.9,9610,0.442,53.8,0.247,0.324,0.126,188.9,,0.173,0.081,27.79,,118.3,,56.3,16.85,52.40911081909766
"Bradley County, Tennessee",Tennessee,20.0,80.0,19.2,7.5,75.15,"(20000, 25000]",29.15,14.85,24.95,0.30000000000000004,10.3,20.4,89.25,4.25,0.30000000000000004,0.75,1.35,22.8,11.05,97073,0.45899999999999996,47.5,0.255,0.299,0.129,349.8,138.1,0.183,0.07400000000000001,665.3,3.43,72.0,9.2,29.6,15.45,59.10345905396959
"Mason County, Michigan",Michigan,11.9,88.1,19.4,6.7,76.1,"(20000, 25000]",30.9,18.3,22.8,0.65,7.75,19.55,92.95,0.55,0.85,0.4,1.5,25.2,8.2,28690,0.428,35.5,0.23399999999999999,0.32299999999999995,0.119,122.0,40.1,0.147,0.09,245.06,,52.2,,41.9,15.25,21.994815118024277
"Carroll County, Tennessee",Tennessee,22.6,77.4,15.5,5.3,73.5,"(20000, 25000]",26.0,13.75,20.95,0.30000000000000004,10.25,28.7,85.8,10.5,0.4,0.2,1.2,30.45,14.75,28604,0.46,56.2,0.24600000000000002,0.353,0.136,383.0,99.5,0.161,0.109,280.15,7.46,123.6,11.3,46.2,20.15,52.3371721668441
"Covington County, Alabama",Alabama,23.5,76.5,13.1,4.8,73.6,"(20000, 25000]",24.8,14.65,24.0,2.65,14.15,19.75,84.25,12.45,0.55,0.4,1.15,34.95,12.45,37226,0.475,69.2,0.28700000000000003,0.33799999999999997,0.13699999999999998,449.3,130.4,0.177,0.075,311.85,4.2,83.0,8.5,46.2,18.55,68.54848906309269
"Somerset County, Pennsylvania",Pennsylvania,17.1,82.9,14.3,5.2,73.25,"(20000, 25000]",26.95,16.55,22.5,1.2,12.35,20.4,95.65,2.35,0.05,0.30000000000000004,0.55,23.25,10.75,77726,0.419,23.4,0.21600000000000003,0.313,0.105,108.5,122.6,0.139,0.08800000000000001,141.03,2.18,76.9,5.7,36.2,12.7,55.91939546599496
"Potter County, Pennsylvania",Pennsylvania,14.5,85.5,12.4,4.0,72.9,"(20000, 25000]",26.75,16.35,21.4,2.35,10.8,22.3,97.05,0.4,0.30000000000000004,0.45,0.85,31.2,10.7,17299,0.426,37.5,0.179,0.315,0.111,217.7,,0.13699999999999998,0.091,157.03,,78.5,,36.5,15.1,63.6106467789636
"San Augustine County, Texas",Texas,28.6,71.4,11.9,5.7,76.4,"(20000, 25000]",23.5,17.9,19.7,3.05,14.85,21.05,68.7,24.15,0.1,0.15,1.15,35.4,27.8,8779,0.503,79.1,,0.29100000000000004,0.136,428.2,130.5,0.264,0.105,302.33,,117.7,,60.0,26.8,48.07746281223688
"Dade County, Georgia",Georgia,20.9,79.1,16.8,5.2,77.85,"(20000, 25000]",26.15,17.95,27.05,0.1,11.2,17.5,94.95,0.8,0.30000000000000004,0.7000000000000001,1.6,29.5,12.0,16351,0.42700000000000005,35.5,0.196,0.309,0.115,96.6,93.0,0.19,0.075,318.13,,79.5,,46.2,15.45,65.43764026931709
"Scioto County, Ohio",Ohio,18.8,81.2,12.7,5.0,74.25,"(20000, 25000]",29.6,20.0,23.25,0.65,11.5,15.0,93.85,2.65,0.4,0.4,1.85,33.7,12.75,77904,0.451,53.3,0.33899999999999997,0.355,0.12,286.3,79.1,0.151,0.107,207.98,7.26,88.4,9.3,29.2,21.45,36.80532108852725
"Jackson County, Iowa",Iowa,12.6,87.4,15.0,4.2,76.8,"(25000, 30000]",25.75,15.55,20.45,2.1,12.5,23.65,97.4,0.15,0.15,0.15,1.2,15.3,11.3,19870,0.407,27.4,0.105,0.307,0.094,197.0,,0.113,0.057,,,52.1,,67.0,10.6,19.443355546844373
"Blaine County, Idaho",Idaho,8.0,92.0,43.2,13.7,72.85,"(25000, 30000]",33.6,20.45,21.55,1.25,14.7,8.4,79.15,0.05,0.2,0.8,1.2,14.7,7.15,21575,0.431,33.7,0.131,0.184,0.057999999999999996,151.0,46.3,0.222,0.067,241.76,,72.2,,47.0,9.95,-28.686002051664648
"Grays Harbor County, Washington",Washington,15.6,84.4,14.5,4.9,71.9,"(25000, 30000]",23.7,22.45,22.2,3.2,12.45,16.05,82.5,0.8,3.95,1.3,3.45,27.0,8.45,71957,0.429,46.0,0.228,0.327,0.13,187.5,83.1,0.21,0.125,196.36,2.8,77.7,4.8,44.4,16.0,7.072860562537393
"Nez Perce County, Idaho",Idaho,10.3,89.7,18.2,5.2,72.65,"(25000, 30000]",27.4,18.7,26.0,0.75,10.75,16.4,88.8,0.25,4.65,0.95,2.6,24.2,7.0,38978,0.431,32.3,0.198,0.322,0.114,409.7,52.3,0.16699999999999998,0.059,139.88,,94.7,9.1,45.3,13.0,34.143646408839786
"Freestone County, Texas",Texas,21.3,78.7,14.0,4.2,73.4,"(20000, 25000]",34.3,14.7,20.15,3.45,13.9,13.55,69.2,17.0,0.30000000000000004,0.2,0.95,26.25,10.9,19376,0.484,60.8,0.21100000000000002,0.315,0.114,350.5,104.5,0.249,0.054000000000000006,269.0,,85.3,,46.5,15.7,59.59516298633018
"Washoe County, Nevada",Nevada,13.6,86.4,26.7,9.7,74.6,"(30000, 40000]",31.8,19.65,27.15,0.30000000000000004,10.3,10.8,66.85,2.2,1.5,5.1,2.9,19.75,6.4,412951,0.456,41.2,0.183,0.225,0.069,350.0,237.4,0.244,0.109,438.98,5.21,72.9,5.5,34.3,12.2,-1.1959939220764326
"Fulton County, Pennsylvania",Pennsylvania,16.6,83.4,9.9,3.9,73.75,"(25000, 30000]",22.4,15.15,22.7,2.0,15.9,21.9,97.05,0.95,0.2,0.15,1.0,30.1,9.65,14826,0.39899999999999997,36.0,,0.308,0.106,74.3,64.9,0.129,0.09,189.79,,91.7,,28.8,13.2,70.7696870829008
"Montague County, Texas",Texas,18.8,81.2,16.7,4.9,75.55,"(20000, 25000]",26.15,18.0,22.85,0.85,15.95,16.15,88.7,0.15,0.55,0.35000000000000003,1.55,25.25,11.7,19638,0.43799999999999994,63.6,,0.28300000000000003,0.10800000000000001,172.5,28.3,0.272,0.049,173.23,,113.2,,40.1,13.05,77.18503021850303
"Lumpkin County, Georgia",Georgia,19.1,80.9,19.5,6.8,84.4,"(20000, 25000]",26.95,17.2,29.45,0.15,13.85,12.35,91.25,1.45,0.8,0.6000000000000001,1.35,18.65,11.1,28191,0.423,25.7,,0.28800000000000003,0.091,149.8,62.5,0.242,0.09300000000000001,285.2,,62.4,,42.6,15.3,60.0210970464135
"Franklin County, Iowa",Iowa,15.7,84.3,14.4,3.6,73.45,"(20000, 25000]",25.25,14.75,20.75,4.05,11.85,23.35,87.0,0.15,0.05,0.30000000000000004,0.7000000000000001,18.5,9.25,10637,0.387,37.5,0.188,0.31,0.09300000000000001,251.6,,0.14300000000000002,0.047,,,59.8,,35.6,10.5,33.835198372329586
"Pike County, Illinois",Illinois,14.0,86.0,12.7,3.7,75.65,"(20000, 25000]",23.05,21.55,23.45,3.2,9.3,19.4,96.4,1.35,0.15,0.4,0.75,30.35,11.1,16457,0.4,45.3,,0.29,0.098,201.2,,0.14400000000000002,0.07400000000000001,41.15,,71.2,,48.9,15.25,58.152319656744446
"Woodford County, Illinois",Illinois,7.6,92.4,26.0,8.5,82.65,"(30000, 40000]",38.15,13.1,23.3,0.95,9.25,15.3,96.55,0.45,0.15,0.45,1.2,15.75,6.05,38307,0.402,19.4,0.17500000000000002,0.303,0.09,182.7,37.5,0.095,0.065,43.81,,46.0,6.9,46.7,6.4,41.83815565526846
"Stillwater County, Montana",Montana,8.0,92.0,22.3,6.1,75.65,"(25000, 30000]",29.55,16.0,18.85,3.3,19.4,12.9,94.9,0.30000000000000004,0.5,0.35000000000000003,1.3,24.35,6.05,8845,0.38799999999999996,16.4,0.14200000000000002,0.252,0.083,186.2,,0.162,0.049,166.35,,87.3,,37.6,9.2,56.47400041433603
"Chippewa County, Michigan",Michigan,12.0,88.0,18.0,6.1,78.1,"(20000, 25000]",26.95,28.15,25.0,0.55,8.05,11.3,73.0,6.05,13.85,0.7000000000000001,4.7,26.7,9.3,38610,0.451,28.5,0.222,0.379,0.113,226.8,80.1,0.17,0.105,226.99,,72.2,,59.0,17.1,24.245172994687053
"Mingo County, West Virginia",West Virginia,30.5,69.5,9.0,3.8,68.45,"(25000, 30000]",23.4,18.75,21.25,0.30000000000000004,19.45,16.85,96.15,2.55,0.30000000000000004,0.25,0.6000000000000001,35.65,11.2,26700,0.436,68.4,0.361,0.34900000000000003,0.139,52.7,30.0,0.187,0.099,257.8,5.82,134.2,8.9,34.3,21.9,68.76122082585279
"Clayton County, Georgia",Georgia,17.4,82.6,17.9,5.2,73.6,"(25000, 30000]",22.75,18.6,28.85,0.1,11.4,18.2,17.85,62.5,0.2,5.0,1.95,25.75,7.75,265538,0.39299999999999996,58.4,0.17,0.361,0.113,873.3,716.1,0.254,0.111,546.44,12.2,49.0,10.0,47.9,15.6,-71.9081984849164
"Rockingham County, North Carolina",North Carolina,23.4,76.6,12.5,3.0,76.65,"(25000, 30000]",23.75,15.4,23.75,0.75,12.55,23.75,73.9,18.75,0.30000000000000004,0.4,1.45,24.35,12.3,92825,0.423,50.2,0.275,0.324,0.118,446.8,157.9,0.18,0.113,313.24,6.75,87.9,9.5,42.5,15.3,29.985014743558757
"Rockland County, New York",New York,12.1,87.9,40.7,18.2,83.45,"(30000, 40000]",43.55,17.3,24.65,0.1,7.6,6.85,67.1,11.0,0.2,6.15,1.25,20.75,9.05,304492,0.442,16.3,0.085,0.243,0.104,236.7,282.0,0.11699999999999999,0.069,159.72,1.22,26.7,4.6,63.1,11.2,-5.087822628143584
"Washita County, Oklahoma",Oklahoma,15.8,84.2,16.4,6.1,69.05,"(25000, 30000]",29.9,14.85,20.95,1.9,17.35,15.0,86.5,0.8,3.2,0.25,2.1,31.1,11.9,11601,0.429,64.1,0.252,0.327,0.11,86.4,,0.213,0.034,221.68,,108.9,,46.7,16.85,70.5056179775281
"Garza County, Texas",Texas,37.1,62.9,8.6,1.6,70.2,"(15000, 20000]",30.6,15.95,22.35,0.95,16.25,13.9,41.45,4.05,0.30000000000000004,0.15,0.5,30.1,7.3,5602,0.477,84.9,,0.32899999999999996,0.092,243.8,204.4,0.228,0.061,56.6,,64.4,,49.8,23.5,67.72881355932203
"Fauquier County, Virginia",Virginia,10.3,89.7,30.8,11.9,80.1,"(30000, 40000]",42.2,13.8,24.3,1.25,11.45,7.1,82.25,8.15,0.30000000000000004,1.45,2.0,5.85,6.0,65766,0.43,23.5,0.16699999999999998,0.27899999999999997,0.103,161.9,83.6,0.127,0.047,106.18,3.58,74.1,5.0,53.3,5.05,24.647128542182955
"Warren County, Mississippi",Mississippi,17.1,82.9,24.4,9.1,76.2,"(25000, 30000]",31.0,20.5,21.95,1.0,9.4,16.15,49.9,46.55,0.2,0.85,0.8,31.25,17.45,48684,0.46399999999999997,69.5,0.258,0.39799999999999996,0.12,777.7,396.8,0.184,0.102,402.29,10.81,79.8,8.2,64.6,20.4,4.932465686006459
"Butler County, Kentucky",Kentucky,27.4,72.6,7.8,3.3,71.55,"(20000, 25000]",18.55,11.25,20.3,1.7000000000000002,17.95,30.3,95.55,0.25,1.0,0.15,0.45,30.55,20.4,13013,0.43700000000000006,54.0,0.17500000000000002,0.34800000000000003,0.133,288.5,94.7,0.201,0.085,46.4,,98.8,,17.3,18.35,62.42826398852222
"Park County, Montana",Montana,10.6,89.4,31.4,7.6,82.45,"(20000, 25000]",28.5,19.35,22.15,4.2,14.0,11.75,94.75,0.05,0.7000000000000001,0.25,1.85,16.45,10.55,15785,0.456,22.9,0.136,0.22699999999999998,0.063,116.4,,0.222,0.064,226.68,,96.5,,58.6,13.3,14.869029275808941
"Burleigh County, North Dakota",North Dakota,8.0,92.0,32.3,9.0,75.4,"(25000, 30000]",37.3,17.0,26.85,0.8,9.55,8.5,92.3,0.5,3.75,0.55,1.6,17.7,10.55,79178,0.436,23.8,0.133,0.267,0.07400000000000001,396.9,,0.096,0.027000000000000003,235.29,,54.9,8.0,39.5,9.1,46.15351794171609
"Richland Parish, Louisiana",Louisiana,26.2,73.8,12.2,3.1,72.6,"(20000, 25000]",27.0,16.95,24.6,3.0,13.65,14.85,61.1,36.85,0.2,0.30000000000000004,0.6000000000000001,39.3,19.25,20570,0.45299999999999996,61.6,0.177,0.38799999999999996,0.118,821.5,235.8,0.22899999999999998,0.08700000000000001,264.09,,62.8,16.9,47.2,21.0,32.60733639016258
"McLennan County, Texas",Texas,19.7,80.3,20.6,7.0,76.95,"(20000, 25000]",30.65,17.9,26.6,0.4,10.05,14.35,59.95,14.5,0.30000000000000004,1.35,1.3,33.35,10.55,231637,0.46399999999999997,51.3,0.21,0.304,0.09699999999999999,661.9,173.4,0.245,0.065,518.19,6.29,58.7,8.7,40.3,20.6,27.089642834323676
"Lake County, Indiana",Indiana,13.9,86.1,18.9,6.3,77.75,"(25000, 30000]",28.4,17.55,25.35,0.2,10.75,17.75,56.4,25.2,0.2,1.2,1.4,30.55,8.7,493604,0.43,43.4,0.24,0.359,0.124,566.0,232.2,0.18100000000000002,0.095,399.39,17.86,60.8,9.4,41.8,16.3,-20.64000958815862
"Vanderburgh County, Indiana",Indiana,12.9,87.1,21.8,7.4,77.1,"(25000, 30000]",29.4,18.0,26.95,0.35000000000000003,9.05,16.25,86.35,8.65,0.15,1.05,2.05,25.7,7.9,177123,0.455,41.8,0.251,0.324,0.107,509.7,147.1,0.153,0.076,328.5,4.27,73.9,8.2,39.3,15.25,16.851730894839974
"Trigg County, Kentucky",Kentucky,17.4,82.6,15.8,7.5,82.2,"(25000, 30000]",24.9,14.8,21.9,1.6,11.85,24.95,88.1,8.3,0.30000000000000004,0.5,1.7000000000000002,36.25,6.3,13785,0.465,44.3,0.264,0.33399999999999996,0.11699999999999999,258.7,64.3,0.193,0.08700000000000001,87.46,,103.4,,26.9,14.2,49.53298739807265
"Spink County, South Dakota",South Dakota,16.5,83.5,15.9,3.4,73.25,"(20000, 25000]",37.1,17.9,19.5,3.25,7.45,14.75,96.6,0.4,1.0,0.05,1.4,26.9,12.2,6544,0.474,18.7,0.171,0.34400000000000003,0.092,231.8,,0.13,0.042,179.42,,85.9,,28.5,15.8,31.684174855981023
"McHenry County, Illinois",Illinois,8.3,91.7,32.1,10.2,82.55,"(30000, 40000]",36.1,13.55,28.3,0.2,9.15,12.65,84.2,0.95,0.1,2.55,1.1,9.05,4.55,310853,0.386,18.1,0.212,0.268,0.07200000000000001,146.3,42.0,0.109,0.084,118.92,1.37,40.1,4.7,55.6,5.9,8.055942060009272
"Grant County, Indiana",Indiana,16.7,83.3,15.4,6.3,77.15,"(20000, 25000]",29.4,19.2,23.9,0.30000000000000004,7.7,19.55,86.95,7.15,0.35000000000000003,0.6000000000000001,1.7000000000000002,31.85,9.25,69632,0.425,40.7,0.28700000000000003,0.317,0.131,465.7,80.7,0.172,0.099,163.87,2.84,64.1,9.3,26.9,17.15,39.54197868378304
"Tazewell County, Virginia",Virginia,24.4,75.6,14.3,4.2,74.55,"(20000, 25000]",28.45,17.45,25.3,0.55,13.95,14.2,94.75,2.9,0.15,0.7000000000000001,1.05,22.5,11.75,44692,0.436,49.2,0.21100000000000002,0.308,0.122,131.9,61.8,0.168,0.07,130.04,7.06,109.2,,38.1,16.4,66.31522032981886
"Richardson County, Nebraska",Nebraska,13.7,86.3,15.2,5.5,77.9,"(20000, 25000]",32.5,17.7,19.65,2.5,11.85,15.75,93.7,0.05,1.75,0.25,2.8,54.3,11.05,8360,0.396,33.2,0.183,0.326,0.12,107.8,,0.158,0.052000000000000005,78.54,,85.1,,35.5,13.35,51.44571740316422
"Lawrence County, South Dakota",South Dakota,7.4,92.6,31.8,10.1,75.95,"(20000, 25000]",29.7,24.25,25.25,0.5,12.45,7.75,93.1,0.2,1.9,1.0,1.45,19.65,7.5,23628,0.455,20.3,0.215,0.244,0.078,242.7,,0.156,0.046,112.09,,61.7,,31.1,15.25,34.24252660023644
"Hanover County, Virginia",Virginia,8.8,91.2,33.0,10.9,82.9,"(30000, 40000]",42.15,12.65,27.3,0.4,9.8,7.65,85.75,9.4,0.25,1.25,1.45,4.85,7.3,99232,0.39299999999999996,15.7,0.17,0.266,0.091,206.3,97.1,0.099,0.055,78.67,2.62,41.6,4.3,61.6,4.45,32.468345289105
"Adams County, Wisconsin",Wisconsin,16.0,84.0,10.8,3.8,71.2,"(20000, 25000]",20.95,20.9,24.0,1.25,11.35,21.5,91.25,3.0,0.85,0.55,1.0,32.85,6.4,20637,0.40399999999999997,48.4,0.23,0.302,0.10800000000000001,159.2,101.5,0.122,0.099,152.75,,72.2,,42.9,12.6,21.79677451271396
"Hartford County, Connecticut",Connecticut,12.9,87.1,33.3,14.1,81.05,"(30000, 40000]",39.25,16.55,26.15,0.15,6.85,11.0,67.65,12.1,0.1,3.85,1.8,18.35,7.85,884211,0.45799999999999996,27.1,0.15,0.24600000000000002,0.085,472.0,434.5,0.1,0.08700000000000001,328.55,4.46,53.7,6.9,62.7,10.4,-21.51125071702498
"Alcona County, Michigan",Michigan,15.7,84.3,12.4,4.7,79.2,"(15000, 20000]",22.5,20.3,25.4,2.3,11.75,17.8,96.85,0.15,0.6000000000000001,0.2,1.2,27.35,8.15,11151,0.413,27.0,0.295,0.301,0.145,64.8,,0.18100000000000002,0.126,143.85,,83.6,,42.3,14.75,39.95792199385015
"De Witt County, Illinois",Illinois,9.7,90.3,15.7,2.8,79.05,"(25000, 30000]",26.25,17.1,24.95,0.5,12.1,19.05,95.7,0.75,0.1,0.35000000000000003,1.1,11.8,7.35,16425,0.413,35.5,,0.303,0.096,205.1,,0.111,0.08,,,61.2,,66.2,8.8,42.3751506225733
"Caldwell County, Kentucky",Kentucky,17.6,82.4,14.0,8.0,78.7,"(25000, 30000]",27.45,14.05,24.4,0.35000000000000003,12.45,21.25,92.55,4.55,0.15,0.75,1.15,32.0,18.95,12903,0.447,61.5,0.304,0.326,0.124,308.3,135.6,0.177,0.07100000000000001,192.68,,86.6,,19.1,17.15,54.34309623430963
"Carbon County, Montana",Montana,8.7,91.3,28.5,6.8,79.05,"(20000, 25000]",34.75,20.35,18.5,3.05,11.5,11.85,95.7,0.2,0.9,0.30000000000000004,0.85,13.85,11.15,9909,0.419,17.9,0.156,0.254,0.08,69.8,,0.221,0.047,234.06,,110.1,,42.6,10.95,32.09231805929918
"Macon County, North Carolina",North Carolina,17.0,83.0,19.5,7.2,69.15,"(20000, 25000]",30.35,17.45,24.15,0.55,18.55,8.95,91.95,1.3,0.30000000000000004,0.55,1.1,32.45,10.0,33264,0.5,50.9,0.209,0.245,0.107,234.8,95.1,0.242,0.107,106.21,4.33,94.5,,36.7,15.65,41.49746192893401
"Dorchester County, South Carolina",South Carolina,11.1,88.9,24.1,8.0,77.85,"(25000, 30000]",32.0,15.75,26.45,0.35000000000000003,12.85,12.65,66.7,25.3,0.55,1.45,2.15,20.1,9.7,129498,0.395,40.9,0.192,0.29,0.103,573.5,215.0,0.171,0.073,502.83,5.3,55.2,6.4,56.7,11.2,17.48555144645629
"Maury County, Tennessee",Tennessee,16.6,83.4,16.1,5.4,76.0,"(25000, 30000]",28.7,16.5,25.85,0.45,11.6,16.85,80.35,12.5,0.25,0.5,1.5,19.25,8.8,80573,0.423,55.2,0.257,0.353,0.118,339.8,151.3,0.157,0.09300000000000001,612.61,9.41,79.2,7.5,45.7,13.25,39.22379377209992
"Lapeer County, Michigan",Michigan,10.9,89.1,17.0,5.6,80.25,"(25000, 30000]",29.6,15.65,21.95,0.75,10.95,21.15,93.15,1.1,0.30000000000000004,0.35000000000000003,1.15,18.2,8.6,89886,0.413,22.0,0.214,0.335,0.09699999999999999,138.5,42.8,0.134,0.118,157.09,1.9,48.7,4.8,43.4,10.15,38.34374861498916
"Deer Lodge County, Montana",Montana,14.9,85.1,18.8,4.8,58.25,"(20000, 25000]",25.9,25.0,19.95,0.5,16.35,12.3,91.05,0.95,2.55,0.25,2.65,27.35,7.6,9087,0.426,32.6,0.29100000000000004,0.27399999999999997,0.081,311.9,,0.19899999999999998,0.07400000000000001,360.52,,144.5,,49.4,21.15,-6.841339155749637
"Grand County, Colorado",Colorado,5.2,94.8,28.8,7.4,57.3,"(30000, 40000]",28.25,15.95,27.45,0.55,21.25,6.65,90.5,0.35000000000000003,0.2,0.6000000000000001,1.8,10.55,6.9,14196,0.358,24.1,0.21899999999999997,0.18,0.055,137.5,87.2,0.196,0.076,273.34,,61.9,,59.0,7.35,13.485257840949131
"Lucas County, Ohio",Ohio,12.9,87.1,23.0,8.3,77.95,"(25000, 30000]",30.75,18.95,25.55,0.1,7.75,17.0,72.3,18.15,0.2,1.4,2.15,30.5,8.65,453385,0.474,46.3,0.223,0.318,0.103,646.6,222.9,0.147,0.08,774.71,5.67,59.0,9.0,41.0,17.65,-17.351995993405822
"Custer County, South Dakota",South Dakota,8.0,92.0,28.6,9.1,71.8,"(25000, 30000]",44.25,14.45,17.25,2.55,12.05,9.4,92.5,0.1,2.95,0.15,1.75,15.3,15.05,8040,0.389,30.2,0.187,0.249,0.095,395.8,,0.136,0.046,69.62,,84.2,,25.3,9.5,46.013570822731154
"Saluda County, South Carolina",South Carolina,24.9,75.1,12.6,3.2,73.0,"(20000, 25000]",23.2,11.8,21.9,5.15,14.1,23.9,58.1,26.25,0.1,0.1,1.05,21.4,15.25,19411,0.41700000000000004,50.7,0.201,0.32,0.124,578.4,218.8,0.255,0.076,535.38,7.36,76.7,,53.2,14.15,31.732679051291036
"Amherst County, Virginia",Virginia,21.7,78.3,15.6,5.5,77.35,"(20000, 25000]",27.85,17.35,23.35,1.1,12.6,17.75,76.2,18.85,0.85,0.4,2.05,15.6,14.0,32269,0.397,30.1,0.16399999999999998,0.309,0.129,438.3,126.9,0.166,0.069,99.16,,63.1,,45.2,13.3,30.710894223160125
"Charlevoix County, Michigan",Michigan,8.9,91.1,24.5,10.5,72.5,"(25000, 30000]",28.0,17.8,24.45,0.75,11.85,17.2,94.85,0.45,1.4,0.35000000000000003,1.65,22.65,6.0,26023,0.462,25.9,0.203,0.271,0.105,203.9,33.9,0.14800000000000002,0.10800000000000001,167.35,,60.2,,31.3,11.2,24.280908903686424
"Bladen County, North Carolina",North Carolina,26.0,74.0,9.8,2.4,75.5,"(20000, 25000]",26.25,16.7,19.5,4.3,12.1,21.15,55.05,34.7,2.15,0.15,1.45,36.9,22.05,33801,0.48,52.6,0.206,0.361,0.147,552.6,288.6,0.217,0.124,370.11,11.22,96.5,12.0,37.3,24.8,9.464523915390956
"Winn Parish, Louisiana",Louisiana,27.4,72.6,11.2,2.9,66.5,"(20000, 25000]",24.4,23.7,17.4,3.35,13.4,17.8,65.9,30.65,0.7000000000000001,0.15,1.25,40.45,13.4,15422,0.45299999999999996,69.1,0.207,0.342,0.122,404.5,444.3,0.213,0.07100000000000001,489.86,9.17,74.9,,32.4,24.85,46.51381909547739
"Allendale County, South Carolina",South Carolina,26.8,73.2,13.2,3.8,69.15,"(20000, 25000]",23.3,15.9,21.45,4.65,5.5,29.15,24.45,71.2,0.2,0.2,0.55,63.1,26.6,10439,0.5820000000000001,86.6,0.221,0.36700000000000005,0.155,1001.9,683.0,0.18600000000000003,0.16899999999999998,1102.47,14.55,82.2,18.6,66.3,41.4,-54.05254332029068
"Dubuque County, Iowa",Iowa,10.6,89.4,25.3,8.8,80.05,"(25000, 30000]",33.25,17.8,24.95,0.55,7.8,15.75,93.9,1.9,0.2,0.85,1.4,14.6,7.85,92849,0.426,27.2,0.1,0.272,0.09,350.8,43.8,0.091,0.048,247.52,1.55,45.8,5.3,52.4,8.7,1.2439586434732917
"Roanoke city, Virginia",Virginia,19.1,80.9,21.9,7.8,72.05,"(25000, 30000]",29.15,19.4,27.45,0.1,8.1,15.75,64.7,27.15,0.30000000000000004,1.5,2.3,34.65,11.05,95151,0.45899999999999996,74.3,0.264,0.35600000000000004,0.10800000000000001,991.6,549.2,0.182,0.073,661.39,10.35,73.3,11.3,54.4,19.75,-17.63324386503068
"Campbell County, Virginia",Virginia,17.4,82.6,16.3,4.1,74.15,"(25000, 30000]",29.4,16.1,25.05,0.85,10.3,18.25,81.6,14.15,0.2,0.85,1.8,14.6,6.7,53692,0.405,33.7,0.21600000000000003,0.317,0.102,265.3,101.6,0.161,0.06,144.71,4.79,68.7,8.0,34.4,11.8,47.19303402160335
"Stafford County, Virginia",Virginia,8.5,91.5,35.4,14.2,77.3,"(40000, 100000]",44.0,14.25,24.4,0.1,10.4,6.9,68.95,16.45,0.35000000000000003,2.65,3.05,6.65,5.1,124698,0.354,22.5,0.16899999999999998,0.317,0.078,308.0,111.5,0.107,0.049,145.08,3.28,40.3,6.8,43.1,4.1,9.121652639632735
"Carroll County, Mississippi",Mississippi,23.7,76.3,16.4,3.1,82.7,"(20000, 25000]",23.7,14.95,28.5,2.4,12.0,18.5,64.65,33.35,0.05,0.45,0.6000000000000001,47.55,14.05,10449,0.476,44.6,0.22699999999999998,0.331,0.14400000000000002,472.4,267.6,0.23399999999999999,0.09,113.24,,86.7,,33.8,23.45,38.86654478976234
"Socorro County, New Mexico",New Mexico,20.3,79.7,22.3,11.0,74.7,"(20000, 25000]",36.65,21.15,18.4,2.55,11.55,9.65,37.35,0.85,10.45,1.65,1.7000000000000002,41.75,19.8,18014,0.486,67.4,0.16899999999999998,0.265,0.081,537.1,58.9,0.249,0.049,638.0,,105.7,,33.8,27.95,-10.05594817432273
"Sumter County, Georgia",Georgia,24.6,75.4,18.9,7.8,72.4,"(20000, 25000]",29.5,20.25,20.6,1.95,8.8,18.9,43.05,50.2,0.30000000000000004,1.05,1.0,38.15,12.85,32591,0.47,62.8,0.201,0.37200000000000005,0.136,1061.2,271.5,0.223,0.128,846.77,6.53,50.5,9.7,51.4,26.0,-2.2327531212977334
