County,State,Less Than High School Diploma,At Least High School Diploma,At Least Bachelors's Degree,Graduate Degree,School Enrollment,Median Earnings 2010,Management.professional.and.related.occupations,Service.occupations,Sales.and.office.occupations,Farming.fishing.and.forestry.occupations,Construction.extraction.maintenance.and.repair.occupations,Production.transportation.and.material.moving.occupations,White (Not Latino) Population,African American Population,Native American Population,Asian American Population,Other Race or Races,Children Under 6 Living in Poverty,Adults 65 and Older Living in Poverty,Total Population,Gini.Coefficient,Teen.births,Adult.smoking,Adult.obesity,Diabetes,Sexually.transmitted.infections,HIV.prevalence.rate,Uninsured,Unemployment,Violent.crime,Homicide.rate,Injury.deaths,Infant.mortality,Preschool.Enrollment.Ratio.enrolled.ages.3.and.4,Poverty.Rate.below.federal.poverty.threshold,target
"Bedford County, Virginia",Virginia,15.0,85.0,24.2,8.5,78.95,"(30000.0, 40000.0]",33.6,12.55,25.65,0.35000000000000003,12.15,15.6,90.25,5.9,0.2,0.9,1.35,13.15,7.5,67296,0.425,24.6,0.192,0.258,0.096,119.9,59.8,0.146,0.057999999999999996,223.8,,67.1,4.8,52.1,8.45,49.41212724600579
"Suffolk County, New York",New York,10.6,89.4,31.9,14.2,82.4,"(30000.0, 40000.0]",37.35,16.1,27.45,0.2,9.45,9.4,73.4,6.85,0.15,3.35,1.35,7.35,5.65,1502189,0.41700000000000004,16.7,0.17800000000000002,0.247,0.079,234.7,227.6,0.113,0.076,161.59,2.719999999999999,46.0,4.9,58.7,5.55,8.222527648149338
"Rankin County, Mississippi",Mississippi,12.6,87.4,28.0,8.7,78.35,"(30000.0, 40000.0]",38.15,13.7,27.95,0.25,10.95,8.95,76.45,19.0,0.15,1.05,0.95,16.05,6.9,139717,0.43,45.1,0.203,0.34,0.119,301.3,429.6,0.16,0.057,116.42,4.11,72.2,8.1,61.9,10.5,52.850576960688436
"Wayne County, Mississippi",Mississippi,27.2,72.8,11.3,3.9,74.0,"(20000.0, 25000.0]",20.0,16.8,20.5,1.55,15.8,25.35,59.6,38.4,0.1,0.2,0.95,33.15,20.5,20819,0.466,77.5,0.182,0.366,0.129,597.4,129.7,0.222,0.11199999999999999,,10.89,81.1,11.1,56.7,23.55,25.84434654919236
"Nye County, Nevada",Nevada,18.3,81.7,10.5,2.7,71.8,"(20000.0, 25000.0]",20.4,22.55,24.45,0.65,20.6,11.4,79.95,2.0,1.7000000000000002,1.2,2.55,32.9,10.15,43440,0.45399999999999996,45.1,0.263,0.301,0.109,131.5,93.6,0.22699999999999998,0.135,570.38,6.4,128.9,,26.3,17.55,41.98142098815843
"Stevens County, Minnesota",Minnesota,10.3,89.7,23.5,8.4,78.95,"(15000.0, 20000.0]",38.3,18.9,16.8,3.65,5.9,16.5,92.3,1.2,1.05,1.05,1.85,11.45,5.45,9680,0.465,9.7,,0.28300000000000003,0.07400000000000001,103.3,,0.103,0.037000000000000005,123.42,,80.3,,50.7,14.45,12.785046728971963
"Pottawatomie County, Kansas",Kansas,7.3,92.7,28.4,9.0,77.6,"(30000.0, 40000.0]",32.3,12.45,26.0,1.6,15.6,12.05,92.3,0.75,0.55,0.65,2.0,5.5,8.9,20497,0.42,25.8,0.187,0.319,0.103,146.0,47.9,0.12,0.048,209.33,,61.7,,51.5,7.0,50.777102036876144
"Brunswick County, North Carolina",North Carolina,15.3,84.7,23.4,7.6,73.15,"(20000.0, 25000.0]",28.4,19.3,23.5,0.85,15.5,12.45,81.55,10.25,0.95,0.45,2.35,22.95,6.4,103071,0.43799999999999994,47.6,0.214,0.295,0.119,339.7,141.6,0.19699999999999998,0.106,223.92,5.44,83.8,6.9,43.1,12.95,28.730949371793905
"Hardin County, Tennessee",Tennessee,27.3,72.7,9.4,2.9,75.75,"(20000.0, 25000.0]",22.1,15.75,23.05,0.9,13.75,24.5,92.95,3.3,0.15,0.30000000000000004,1.55,36.0,19.55,26059,0.473,52.1,0.236,0.32799999999999996,0.132,251.2,115.7,0.183,0.095,530.08,6.62,109.3,,37.6,20.95,64.22756055885014
"Van Buren County, Michigan",Michigan,15.2,84.8,18.3,7.1,77.6,"(25000.0, 30000.0]",27.45,16.95,22.75,3.05,10.15,19.65,82.8,4.2,0.7000000000000001,0.35000000000000003,2.05,23.9,11.9,77142,0.436,42.7,0.2,0.318,0.114,264.0,78.0,0.152,0.095,328.54,2.42,71.0,6.5,40.2,16.2,13.946346310179749
"Putnam County, Ohio",Ohio,9.1,90.9,18.1,6.0,79.25,"(30000.0, 40000.0]",29.05,13.55,20.15,1.35,11.85,24.0,93.45,0.2,0.1,0.2,0.6000000000000001,11.95,6.75,34514,0.368,23.6,,0.299,0.09699999999999999,137.1,21.4,0.11699999999999999,0.06,36.1,,53.7,,34.8,7.0,64.33893511720238
"Garfield County, Oklahoma",Oklahoma,14.4,85.6,21.8,6.3,70.5,"(20000.0, 25000.0]",28.15,17.6,24.9,0.9,11.3,17.05,82.2,2.8,2.0,0.95,4.3,31.55,8.85,59140,0.445,66.6,0.235,0.32799999999999996,0.107,311.5,79.5,0.209,0.035,400.82,3.41,83.3,11.6,39.3,16.75,53.508205790153056
"Andrews County, Texas",Texas,27.3,72.7,12.4,3.3,73.25,"(30000.0, 40000.0]",20.9,16.5,24.25,1.1,18.45,18.85,48.4,0.95,0.4,0.5,1.9,32.7,15.05,14040,0.531,82.4,,0.303,0.099,479.1,39.2,0.271,0.037000000000000005,536.37,,79.8,,38.4,17.75,62.70807957775071
"Smith County, Texas",Texas,15.8,84.2,24.5,7.7,74.85,"(20000.0, 25000.0]",31.85,18.25,25.65,0.7000000000000001,9.35,14.25,63.3,17.85,0.35000000000000003,1.0,1.3,26.25,7.4,203672,0.479,50.9,0.193,0.28200000000000003,0.104,482.2,173.4,0.248,0.07,404.63,5.31,69.1,7.3,38.7,15.45,43.89437356453145
"Marinette County, Wisconsin",Wisconsin,12.4,87.6,14.2,4.0,73.85,"(25000.0, 30000.0]",24.8,17.55,20.2,1.55,10.6,25.3,96.55,0.30000000000000004,0.5,0.5,1.0,19.25,9.5,42057,0.43,25.9,0.265,0.29600000000000004,0.107,148.8,27.5,0.109,0.08,67.56,,70.4,,44.9,13.25,33.79548525952249
"Silver Bow County, Montana",Montana,8.8,91.2,22.9,7.4,79.35,"(20000.0, 25000.0]",29.85,22.55,25.55,0.4,11.35,10.3,92.3,0.25,1.7000000000000002,0.55,1.65,31.8,9.55,33470,0.413,42.1,0.226,0.27399999999999997,0.08800000000000001,270.5,66.7,0.193,0.057999999999999996,345.48,,104.8,,52.6,16.8,-14.142099420254105
"Chester County, Pennsylvania",Pennsylvania,7.5,92.5,47.8,18.3,83.1,"(40000.0, 100000.0]",46.95,12.35,25.15,1.15,6.8,7.65,83.25,6.0,0.1,3.55,1.35,7.4,5.95,492593,0.447,14.5,0.128,0.222,0.08199999999999999,186.0,108.3,0.095,0.061,167.33,1.65,42.3,5.8,62.9,6.2,-9.228276645776837
"Scott County, Indiana",Indiana,25.7,74.3,9.9,3.6,71.45,"(25000.0, 30000.0]",22.2,14.35,20.75,0.25,9.7,32.75,97.25,0.2,0.1,0.35000000000000003,0.75,22.8,16.5,23913,0.402,63.2,0.24600000000000002,0.28500000000000003,0.11599999999999999,304.3,57.0,0.168,0.098,387.74,5.95,112.0,,39.8,15.8,37.880794701986744
"Clark County, Washington",Washington,9.2,90.8,25.7,8.9,75.45,"(30000.0, 40000.0]",34.2,15.35,26.05,0.35000000000000003,9.7,14.4,82.9,1.75,0.6000000000000001,3.9,3.8,14.05,7.55,420784,0.416,28.3,0.153,0.29100000000000004,0.08700000000000001,346.8,139.6,0.154,0.104,230.48,2.74,53.8,4.5,34.5,10.7,-0.05465206554161739
"Beauregard Parish, Louisiana",Louisiana,16.5,83.5,14.8,4.7,73.15,"(25000.0, 30000.0]",26.45,19.65,20.9,1.6,16.75,14.7,80.95,12.95,0.75,0.75,2.0,19.95,11.85,35241,0.424,54.7,0.258,0.331,0.126,495.4,127.7,0.20199999999999999,0.07,301.08,5.36,102.4,8.0,32.5,13.15,65.29380554450194
"Berkshire County, Massachusetts",Massachusetts,9.8,90.2,29.6,12.6,80.0,"(25000.0, 30000.0]",36.25,21.15,23.65,0.35000000000000003,8.75,9.8,91.45,2.4,0.2,1.3,1.65,23.6,7.85,130693,0.462,23.5,0.17,0.22,0.08600000000000001,275.2,101.8,0.048,0.067,429.39,1.62,52.3,3.9,47.4,11.5,-41.45441579983567
"Muskogee County, Oklahoma",Oklahoma,17.1,82.9,17.5,5.9,73.3,"(20000.0, 25000.0]",29.3,17.65,22.05,1.1,10.35,19.45,60.1,11.5,15.15,0.55,8.0,25.0,12.85,70844,0.445,70.7,0.33299999999999996,0.319,0.141,564.8,89.6,0.237,0.064,611.2,6.31,84.7,7.0,45.4,19.1,29.181994791881948
"Orleans Parish, Louisiana",Louisiana,16.6,83.4,31.6,13.4,75.25,"(20000.0, 25000.0]",37.3,22.0,21.95,0.25,8.95,9.55,29.85,61.1,0.15,2.85,1.3,40.85,15.05,336249,0.541,44.4,0.19899999999999998,0.309,0.115,1654.9,1834.3,0.231,0.078,776.46,51.49,110.3,10.6,59.0,23.9,-66.15545317868119
"Martin County, Minnesota",Minnesota,13.1,86.9,17.5,4.9,77.7,"(25000.0, 30000.0]",29.9,15.4,21.7,2.45,8.55,22.05,95.0,0.30000000000000004,0.2,0.75,0.45,17.0,8.55,20644,0.44299999999999995,34.6,0.183,0.272,0.08,154.7,34.0,0.099,0.054000000000000006,73.99,,61.3,,55.4,8.8,41.35065431273283
"Oregon County, Missouri",Missouri,23.2,76.8,10.2,3.1,76.25,"(15000.0, 20000.0]",19.25,17.6,24.3,3.05,10.9,24.9,94.25,0.2,2.4,0.4,1.75,26.55,22.5,10601,0.452,51.1,0.228,0.32299999999999995,0.133,190.6,54.0,0.221,0.069,180.92,,78.3,,48.7,24.95,60.09862778730704
"Yellowstone County, Montana",Montana,8.6,91.4,29.0,8.0,72.85,"(25000.0, 30000.0]",31.55,17.8,27.85,0.45,10.7,11.65,87.8,0.75,3.6,0.75,2.2,18.95,7.55,144204,0.429,39.0,0.171,0.271,0.085,369.2,95.9,0.196,0.044000000000000004,238.3,2.8200000000000003,69.0,6.3,40.9,11.25,27.052678612698948
"Whitley County, Indiana",Indiana,9.8,90.2,16.6,5.3,72.7,"(25000.0, 30000.0]",25.35,12.75,23.7,0.9,10.55,26.75,96.7,0.25,0.1,0.30000000000000004,1.25,11.15,7.85,32898,0.387,30.8,0.215,0.337,0.09,203.6,20.6,0.14,0.079,45.53,,55.8,,34.5,6.85,51.35500482780816
"Coffey County, Kansas",Kansas,8.5,91.5,20.0,5.6,78.3,"(25000.0, 30000.0]",34.05,17.7,16.4,2.0,12.25,17.6,94.85,0.5,0.4,0.35000000000000003,1.8,18.05,10.35,8536,0.396,27.1,0.161,0.35200000000000004,0.109,175.8,,0.124,0.06,151.65,,86.2,,38.3,12.25,57.31953558808685
"Marshall County, Kentucky",Kentucky,16.8,83.2,14.8,6.9,76.0,"(20000.0, 25000.0]",24.55,20.55,25.7,0.4,11.8,17.15,97.2,0.35000000000000003,0.2,0.30000000000000004,0.85,27.55,7.75,31261,0.414,47.5,0.254,0.342,0.104,201.2,43.6,0.158,0.08600000000000001,104.79,,91.8,,50.5,12.0,51.83365292425695
"Sussex County, New Jersey",New Jersey,7.0,93.0,31.4,10.8,84.6,"(40000.0, 100000.0]",37.55,15.15,26.2,0.25,11.55,9.4,89.25,1.7000000000000002,0.1,1.8,1.05,6.7,5.75,150252,0.386,9.3,0.184,0.258,0.075,110.4,120.1,0.104,0.091,55.93,0.95,36.3,3.9,67.8,4.75,30.265366910370965
"Warren County, New York",New York,10.4,89.6,27.3,11.9,78.15,"(25000.0, 30000.0]",32.85,18.35,25.95,1.2,9.7,12.0,95.45,0.8,0.30000000000000004,0.75,1.0,15.25,5.25,65725,0.416,26.7,0.245,0.28800000000000003,0.099,282.5,117.6,0.103,0.08600000000000001,140.94,,44.7,4.5,54.6,10.1,10.584735925710973
"Okaloosa County, Florida",Florida,9.3,90.7,26.8,10.0,68.7,"(25000.0, 30000.0]",35.2,20.3,25.1,0.4,11.25,7.7,77.6,9.2,0.55,2.95,3.35,19.45,6.6,180888,0.43,42.6,0.21600000000000003,0.28500000000000003,0.096,439.3,221.2,0.191,0.062,363.21,3.05,70.0,7.2,47.5,10.5,47.76319580357054
"Cassia County, Idaho",Idaho,21.2,78.8,15.7,4.9,71.6,"(20000.0, 25000.0]",27.55,15.0,20.35,10.7,12.4,14.05,73.6,0.2,0.55,0.30000000000000004,1.35,20.15,10.1,22053,0.441,51.3,0.133,0.308,0.104,189.8,,0.23199999999999998,0.055,188.39,,78.8,,21.9,15.9,60.07581315725116
"Breckinridge County, Kentucky",Kentucky,23.9,76.1,7.8,2.8,76.85,"(20000.0, 25000.0]",24.6,15.1,19.95,1.85,17.3,21.2,95.15,2.25,0.4,0.15,1.15,27.1,14.95,19558,0.419,45.3,0.306,0.33799999999999997,0.136,103.7,,0.204,0.083,55.49,,99.5,,31.8,19.4,51.57906738114241
"Lawrence County, Missouri",Missouri,19.5,80.5,13.3,4.3,72.85,"(20000.0, 25000.0]",26.85,16.6,20.65,0.95,12.8,22.1,91.4,0.35000000000000003,0.7000000000000001,0.25,1.5,27.3,12.5,37992,0.42100000000000004,50.2,0.273,0.30000000000000004,0.11699999999999999,209.5,47.5,0.201,0.06,376.43,,80.3,7.5,33.8,16.7,61.08912078685378
"Grafton County, New Hampshire",New Hampshire,9.1,90.9,35.3,15.7,81.3,"(25000.0, 30000.0]",38.25,17.95,22.85,0.5,9.8,10.6,93.2,0.85,0.35000000000000003,2.55,1.35,13.8,11.25,87372,0.43799999999999994,14.0,0.168,0.255,0.08600000000000001,196.8,76.9,0.154,0.044000000000000004,166.72,1.63,55.0,5.2,39.4,9.65,-18.95640027935748
"Clark County, Ohio",Ohio,15.2,84.8,16.2,6.0,76.95,"(25000.0, 30000.0]",27.55,17.95,26.25,0.7000000000000001,8.95,18.65,86.0,8.65,0.25,0.6000000000000001,2.25,30.15,7.6,139376,0.418,53.7,0.278,0.332,0.125,319.6,107.8,0.13699999999999998,0.073,341.89,5.31,66.1,6.8,45.8,15.35,19.53203622945321
"Cotton County, Oklahoma",Oklahoma,17.5,82.5,18.6,4.7,76.95,"(25000.0, 30000.0]",35.7,16.15,18.15,2.4,13.5,14.2,79.5,2.55,7.25,0.6000000000000001,4.2,20.0,17.75,6272,0.409,61.8,0.31,0.34,0.125,178.0,,0.208,0.047,128.49,,86.7,,45.6,14.1,62.644119907763255
"Osceola County, Florida",Florida,15.6,84.4,18.3,5.3,74.5,"(25000.0, 30000.0]",25.35,22.9,29.3,0.5,11.15,10.85,43.1,9.05,0.2,2.7,1.9,19.4,10.05,261712,0.401,42.8,0.213,0.29,0.095,382.0,349.4,0.264,0.09300000000000001,598.47,5.13,50.8,8.0,40.6,13.3,-25.028396710982207
"Rusk County, Wisconsin",Wisconsin,14.7,85.3,14.8,3.9,70.0,"(20000.0, 25000.0]",27.2,11.8,19.1,2.9,10.0,29.0,96.8,0.55,0.55,0.25,0.8,31.1,12.45,14613,0.409,31.4,0.158,0.301,0.092,246.2,,0.113,0.091,118.58,,65.9,,36.4,16.25,34.04467207284109
"Montgomery County, Alabama",Alabama,15.3,84.7,30.5,12.3,76.15,"(25000.0, 30000.0]",35.6,17.6,26.35,0.30000000000000004,6.85,13.3,40.55,53.6,0.2,1.75,1.1,33.65,11.15,226866,0.473,55.4,0.192,0.353,0.14300000000000002,1277.4,755.5,0.165,0.077,380.0,14.06,58.7,10.1,46.4,18.35,-26.161020175104674
"Douglas County, Georgia",Georgia,13.6,86.4,23.7,7.7,77.55,"(30000.0, 40000.0]",32.2,14.0,28.7,0.0,10.6,14.4,53.3,35.95,0.25,1.5,1.8,15.95,9.5,127530,0.39399999999999996,39.9,0.14800000000000002,0.34600000000000003,0.11599999999999999,571.4,150.5,0.206,0.092,291.54,4.77,53.7,7.2,56.6,11.1,-10.752200819314893
"Essex County, Massachusetts",Massachusetts,11.8,88.2,36.1,14.4,81.0,"(30000.0, 40000.0]",40.35,16.15,25.45,0.30000000000000004,7.3,10.5,77.45,2.6,0.1,3.05,1.4,13.7,9.5,739024,0.471,23.3,0.141,0.235,0.09,329.7,235.0,0.054000000000000006,0.07100000000000001,359.81,2.12,44.8,4.6,58.9,10.05,-22.49747434465892
"Howard County, Texas",Texas,29.2,70.8,10.1,3.4,68.65,"(20000.0, 25000.0]",27.05,21.5,21.95,0.65,15.75,13.15,52.75,4.7,0.4,0.75,1.65,38.7,9.85,33668,0.43700000000000006,86.1,,0.32299999999999995,0.106,566.6,204.2,0.231,0.061,576.37,4.2,71.7,8.9,38.4,19.2,55.99401748734468
"Benton County, Oregon",Oregon,5.8,94.2,47.9,22.5,83.8,"(15000.0, 20000.0]",45.8,15.5,21.65,2.25,6.5,8.35,84.05,0.95,0.8,5.0,2.95,15.95,5.35,83343,0.472,8.9,0.10800000000000001,0.22399999999999998,0.065,356.1,59.6,0.149,0.061,129.83,,39.0,,56.2,19.1,-33.791166597187186
"Choctaw County, Alabama",Alabama,28.9,71.1,10.9,4.1,78.8,"(20000.0, 25000.0]",29.05,12.2,20.3,2.55,17.7,18.1,55.25,43.35,0.05,0.1,0.65,21.95,20.6,14044,0.457,45.8,0.19899999999999998,0.389,0.173,462.9,258.0,0.17600000000000002,0.09,111.71,,80.7,,56.9,20.75,13.662630709961462
"Saguache County, Colorado",Colorado,23.9,76.1,19.4,8.3,70.85,"(15000.0, 20000.0]",26.7,16.35,17.8,10.85,13.7,14.6,53.25,0.15,0.95,0.6000000000000001,1.45,39.95,16.55,6518,0.475,54.8,0.152,0.23,0.055,160.6,152.6,0.314,0.104,240.73,,100.7,,54.4,25.7,-8.718138160325097
"Greene County, Tennessee",Tennessee,23.4,76.6,14.0,5.6,65.3,"(20000.0, 25000.0]",24.3,16.8,21.75,0.6000000000000001,10.75,25.8,94.1,2.05,0.2,0.35000000000000003,1.0,29.75,14.95,67264,0.425,48.8,0.28600000000000003,0.354,0.135,174.5,73.3,0.182,0.109,372.68,4.23,88.9,5.9,29.2,19.45,60.989315056830264
"Pushmataha County, Oklahoma",Oklahoma,19.6,80.4,11.6,3.8,73.0,"(15000.0, 20000.0]",27.65,22.75,19.5,2.5,17.55,10.0,74.7,0.45,12.8,0.35000000000000003,9.2,48.7,14.05,11595,0.445,70.4,0.389,0.314,0.14,156.8,,0.27399999999999997,0.06,248.18,,125.2,,45.6,26.05,63.19428953825563
"Union County, South Dakota",South Dakota,7.7,92.3,29.1,9.8,80.45,"(30000.0, 40000.0]",34.35,13.15,27.05,1.2,8.0,16.25,94.0,0.55,0.4,1.75,1.15,8.2,10.55,14173,0.469,19.5,0.149,0.301,0.073,136.5,,0.077,0.047,23.4,,59.1,,50.1,4.85,38.771374287523756
"Wayne County, Michigan",Michigan,16.8,83.2,20.2,7.7,78.55,"(25000.0, 30000.0]",29.9,20.8,25.8,0.2,7.15,16.15,49.95,40.4,0.25,2.5,1.8,32.75,11.65,1899290,0.469,45.4,0.209,0.34299999999999997,0.132,1098.7,451.0,0.166,0.11699999999999999,1122.41,20.58,73.0,11.0,48.2,21.4,-37.26017151331486
"Gloucester County, Virginia",Virginia,14.7,85.3,19.2,6.3,71.3,"(30000.0, 40000.0]",31.4,15.95,24.2,1.05,15.4,12.0,85.35,9.25,0.45,0.85,1.65,16.6,8.05,37543,0.381,25.2,0.193,0.31,0.12,184.3,111.5,0.15,0.054000000000000006,74.95,,64.5,,31.4,9.65,39.37717680803112
"Green Lake County, Wisconsin",Wisconsin,13.0,87.0,16.5,5.0,76.6,"(25000.0, 30000.0]",25.65,15.95,22.05,1.85,11.65,22.9,94.8,0.5,0.25,0.45,0.5,25.3,7.5,18848,0.41,25.9,0.19,0.29600000000000004,0.1,157.1,51.1,0.111,0.076,34.05,,80.6,,26.8,9.2,37.681159420289845
"Desha County, Arkansas",Arkansas,27.5,72.5,13.6,3.7,75.95,"(20000.0, 25000.0]",30.2,15.5,19.75,5.3,5.9,23.35,46.95,47.3,0.4,0.15,0.9,47.65,23.0,13372,0.47,88.6,0.239,0.369,0.13699999999999998,1049.9,120.2,0.203,0.105,883.71,19.99,82.4,,73.5,28.8,-7.337723424270926
"Chicot County, Arkansas",Arkansas,30.7,69.3,12.6,4.8,71.9,"(15000, 20000]",27.65,25.9,13.6,5.85,7.4,19.65,40.35,53.6,0.1,0.30000000000000004,1.1,71.6,24.15,12039,0.509,75.2,0.36200000000000004,0.368,0.152,895.8,252.1,0.217,0.104,653.54,19.74,107.4,,74.2,35.95,-15.181992337164743
"Barren County, Kentucky",Kentucky,23.0,77.0,15.0,6.1,74.9,"(20000, 25000]",29.7,14.4,20.0,1.65,8.3,25.9,92.3,3.9,0.1,0.55,1.1,34.75,21.0,41563,0.455,61.2,0.264,0.314,0.135,298.1,56.4,0.17500000000000002,0.081,105.79,3.81,75.8,7.5,47.5,19.35,49.81875236703998
"Freeborn County, Minnesota",Minnesota,14.2,85.8,13.8,4.1,75.1,"(20000, 25000]",25.45,18.8,23.15,1.5,9.35,21.8,89.65,0.65,0.15,0.7000000000000001,0.75,12.25,8.9,31233,0.42200000000000004,41.9,0.18600000000000003,0.306,0.099,234.2,26.4,0.109,0.059,123.98,,56.7,,41.0,9.3,17.370833071755904
"Hampden County, Massachusetts",Massachusetts,16.8,83.2,23.8,8.8,77.9,"(30000, 40000]",32.85,19.25,25.7,0.25,7.5,14.55,69.2,7.7,0.15,1.8,1.45,29.9,11.15,465830,0.45899999999999996,40.7,0.188,0.292,0.105,610.8,440.6,0.057,0.085,670.46,4.83,46.9,6.6,51.4,16.9,-16.023873738887218
"Portsmouth city, Virginia",Virginia,18.3,81.7,18.7,6.4,67.2,"(25000, 30000]",30.2,20.4,25.3,0.2,11.55,12.35,41.55,51.85,0.4,1.0,2.45,31.7,11.85,98104,0.40399999999999997,68.6,0.23,0.401,0.138,1248.9,776.9,0.155,0.083,642.95,15.61,64.5,12.5,52.6,15.2,-36.486046511627904
"Santa Fe County, New Mexico",New Mexico,13.7,86.3,40.0,19.0,74.1,"(25000, 30000]",40.55,19.65,23.1,0.45,9.8,6.5,43.95,0.7000000000000001,2.45,1.1,1.35,24.1,8.25,143835,0.489,47.9,0.163,0.138,0.045,359.1,271.4,0.247,0.055,387.9,5.09,89.4,4.7,40.4,13.9,-50.80993520518358
"Dickinson County, Michigan",Michigan,7.8,92.2,17.9,5.7,81.05,"(20000, 25000]",26.3,18.65,27.65,0.5,8.8,18.05,96.7,0.25,0.35000000000000003,0.5,1.2,27.05,8.35,26585,0.431,28.0,0.275,0.298,0.10800000000000001,179.5,,0.118,0.077,,,69.2,,53.5,10.7,35.441400304414
"Guthrie County, Iowa",Iowa,8.8,91.2,18.9,3.7,80.85,"(25000, 30000]",33.15,14.9,25.3,2.3,11.95,12.35,96.7,0.15,0.15,0.30000000000000004,0.7000000000000001,5.65,7.55,10993,0.42700000000000005,17.2,0.09,0.32799999999999996,0.09,137.6,,0.106,0.057,13.69,,67.0,,57.7,7.6,33.30385567739654
"Logan County, Illinois",Illinois,14.6,85.4,17.0,4.8,82.4,"(25000, 30000]",28.85,17.7,25.45,1.4,10.3,16.3,86.7,9.2,0.15,0.45,1.0,22.3,5.1,30123,0.405,32.6,0.28300000000000003,0.325,0.1,368.3,386.5,0.10800000000000001,0.08,346.53,,55.8,,52.3,10.25,40.1154163231657
"Yavapai County, Arizona",Arizona,10.6,89.4,23.7,9.1,72.25,"(20000, 25000]",29.8,20.05,27.85,0.65,12.05,9.55,82.45,0.55,1.45,0.75,1.75,23.45,6.7,210199,0.45299999999999996,48.7,0.193,0.23399999999999999,0.09300000000000001,145.8,86.3,0.191,0.08600000000000001,331.39,3.5700000000000003,98.2,5.7,30.8,13.2,31.425953869368406
"Lamar County, Georgia",Georgia,23.8,76.2,9.7,3.8,73.4,"(20000, 25000]",25.2,14.7,25.15,1.25,12.45,21.3,66.8,30.0,0.2,0.2,1.05,35.5,17.6,17663,0.425,36.6,,0.332,0.118,593.6,120.3,0.21,0.106,462.87,,70.7,,26.5,20.7,38.4950495049505
"Jackson County, Kansas",Kansas,7.8,92.2,17.7,4.9,79.5,"(25000, 30000]",30.85,17.2,25.9,0.8,11.4,13.85,86.7,0.85,6.4,0.2,2.75,18.0,12.05,13404,0.376,37.9,0.26899999999999996,0.35700000000000004,0.10800000000000001,282.9,,0.14400000000000002,0.064,251.63,,74.9,,54.6,10.05,41.88929631569758
"Miami County, Ohio",Ohio,12.5,87.5,20.0,6.9,75.75,"(25000, 30000]",30.95,13.7,23.45,0.30000000000000004,9.1,22.5,93.85,2.1,0.15,1.15,1.6,15.3,4.7,101744,0.39899999999999997,36.9,0.177,0.309,0.105,182.8,69.0,0.13,0.07,60.46,1.82,54.1,5.5,41.9,8.95,45.61952318961666
"Jefferson County, Nebraska",Nebraska,10.3,89.7,14.7,5.3,84.7,"(20000, 25000]",29.75,19.8,24.15,1.75,8.3,16.2,96.35,0.1,0.5,0.1,0.7000000000000001,28.6,14.05,7524,0.408,31.3,0.16699999999999998,0.322,0.09699999999999999,146.3,,0.132,0.036000000000000004,27.56,,72.6,,68.7,12.3,45.36443148688048
"Pinellas County, Florida",Florida,11.9,88.1,27.1,9.1,76.4,"(25000, 30000]",36.45,16.65,29.7,0.1,8.05,9.05,77.8,9.9,0.2,2.9,1.7000000000000002,20.75,9.05,915772,0.46399999999999997,36.8,0.2,0.238,0.11,421.6,422.9,0.23,0.085,676.14,5.47,91.0,7.7,49.5,11.85,1.1024983723958286
"Wallowa County, Oregon",Oregon,7.2,92.8,21.1,7.0,73.9,"(20000, 25000]",37.2,16.4,19.0,5.8,10.0,11.6,94.8,0.2,0.4,0.4,1.9,22.6,10.1,6918,0.419,16.2,0.132,0.254,0.098,,,0.18899999999999997,0.102,24.05,,86.8,,46.0,11.8,41.36940387838161
"Minidoka County, Idaho",Idaho,25.1,74.9,9.4,3.0,71.9,"(20000, 25000]",23.15,16.85,18.4,7.8,11.8,22.0,66.2,0.1,0.65,0.30000000000000004,1.65,19.95,8.5,19434,0.379,61.5,0.152,0.301,0.118,233.2,,0.247,0.061,153.13,,75.8,,15.9,13.25,54.148471615720524
"Kane County, Illinois",Illinois,16.8,83.2,31.8,10.9,78.2,"(30000, 40000]",33.8,14.05,26.7,0.2,8.7,16.55,60.85,5.35,0.1,3.2,1.25,15.25,6.25,504820,0.42100000000000004,37.8,0.145,0.26899999999999996,0.08,288.1,120.9,0.15,0.08800000000000001,215.01,2.55,31.6,5.6,46.6,8.95,-8.941602067183446
"Rensselaer County, New York",New York,10.8,89.2,26.7,11.8,78.7,"(30000, 40000]",37.1,15.6,27.9,0.25,8.6,10.55,86.8,5.15,0.2,2.1,2.4,22.95,8.85,157236,0.412,26.6,0.18600000000000003,0.264,0.1,337.5,180.0,0.098,0.079,325.84,1.9,41.5,7.3,55.2,11.4,2.870088345380452
"Grant County, Minnesota",Minnesota,14.2,85.8,18.1,4.6,72.05,"(20000, 25000]",31.85,16.55,20.85,3.1,11.05,16.65,96.95,0.30000000000000004,0.35000000000000003,0.2,0.75,17.0,15.05,5991,0.415,20.6,,0.272,0.08800000000000001,66.8,,0.11199999999999999,0.063,60.87,,82.2,,26.6,12.4,27.772951057051845
"Lafayette County, Wisconsin",Wisconsin,11.9,88.1,15.9,4.2,73.45,"(25000, 30000]",29.05,14.25,21.9,3.95,10.35,20.55,96.5,0.30000000000000004,0.2,0.2,0.55,17.25,10.35,16359,0.37799999999999995,18.3,0.079,0.303,0.08800000000000001,113.0,,0.134,0.055999999999999994,32.7,,87.0,,28.0,8.8,9.063404367271765
